Trial,P1,P2,Winner,Ply,P1AvgMS,P2AvgMS
5,Expansion+Mat80,Expansion+Mat120+Mat100,1,71,30.609,23.109
6,Expansion+Mat120+Mat100,Expansion+Mat80,1,71,31.027,23.352
7,Expansion+Mat80,Expansion+Mat120+Mat100,1,71,30.836,23.418
8,Expansion+Mat120+Mat100,Expansion+Mat80,1,71,30.996,23.511
9,Expansion+Mat80,Expansion+Mat120+Mat100,1,71,30.813,23.130
10,Expansion+Mat120+Mat100,Expansion+Mat80,1,71,30.954,23.560
1,Expansion+Mat80,Expansion+Mat80+Mat100,1,71,30.561,23.315
2,Expansion+Mat80+Mat100,Expansion+Mat80,1,71,30.802,23.586
3,Expansion+Mat80,Expansion+Mat80+Mat100,1,71,30.571,23.289
4,Expansion+Mat80+Mat100,Expansion+Mat80,1,71,31.407,23.551
5,Expansion+Mat80,Expansion+Mat80+Mat100,1,71,31.116,23.444
6,Expansion+Mat80+Mat100,Expansion+Mat80,1,71,31.200,23.573
7,Expansion+Mat80,Expansion+Mat80+Mat100,1,71,30.722,23.450
8,Expansion+Mat80+Mat100,Expansion+Mat80,1,71,31.073,23.548
9,Expansion+Mat80,Expansion+Mat80+Mat100,1,71,30.452,22.996
10,Expansion+Mat80+Mat100,Expansion+Mat80,1,71,31.135,23.605
1,Expansion+Mat80,Hybrid+Mat100,1,63,18.149,13.787
2,Hybrid+Mat100,Expansion+Mat80,1,200,26.357,6.721
3,Expansion+Mat80,Hybrid+Mat100,1,63,17.782,13.695
4,Hybrid+Mat100,Expansion+Mat80,1,200,26.094,6.587
5,Expansion+Mat80,Hybrid+Mat100,1,63,17.793,13.695
6,Hybrid+Mat100,Expansion+Mat80,1,200,26.234,6.614
7,Expansion+Mat80,Hybrid+Mat100,1,63,17.714,13.629
8,Hybrid+Mat100,Expansion+Mat80,1,200,26.047,6.572
9,Expansion+Mat80,Hybrid+Mat100,1,63,17.708,13.687
10,Hybrid+Mat100,Expansion+Mat80,1,200,26.054,6.640
1,Expansion+Mat80,Material+Mat100,1,200,29.410,2.945
2,Material+Mat100,Expansion+Mat80,1,200,8.535,3.577
3,Expansion+Mat80,Material+Mat100,1,200,28.948,2.891
4,Material+Mat100,Expansion+Mat80,1,200,8.800,3.641
5,Expansion+Mat80,Material+Mat100,1,200,28.727,2.869
6,Material+Mat100,Expansion+Mat80,1,200,8.500,3.558
7,Expansion+Mat80,Material+Mat100,1,200,29.395,2.963
8,Material+Mat100,Expansion+Mat80,1,200,8.514,3.594
9,Expansion+Mat80,Material+Mat100,1,200,29.387,2.951
10,Material+Mat100,Expansion+Mat80,1,200,8.498,3.603
1,Hybrid,Material,1,69,17.446,8.928
2,Material,Hybrid,2,200,5.029,23.910
3,Hybrid,Material,1,69,17.412,8.832
4,Material,Hybrid,2,200,5.003,24.301
5,Hybrid,Material,1,69,17.307,8.800
6,Material,Hybrid,2,200,4.994,23.519
7,Hybrid,Material,1,69,17.412,8.804
8,Material,Hybrid,2,200,5.059,24.014
9,Hybrid,Material,1,69,17.279,8.822
10,Material,Hybrid,2,200,5.042,23.849
1,Hybrid,Expansion+Mat120+Mat100,2,60,26.097,19.940
2,Expansion+Mat120+Mat100,Hybrid,1,63,21.403,17.029
3,Hybrid,Expansion+Mat120+Mat100,2,60,26.785,20.037
4,Expansion+Mat120+Mat100,Hybrid,1,63,21.536,17.011
5,Hybrid,Expansion+Mat120+Mat100,2,60,26.384,19.906
6,Expansion+Mat120+Mat100,Hybrid,1,63,21.942,17.439
7,Hybrid,Expansion+Mat120+Mat100,2,60,25.759,19.801
8,Expansion+Mat120+Mat100,Hybrid,1,63,21.813,17.154
9,Hybrid,Expansion+Mat120+Mat100,2,60,26.068,19.973
10,Expansion+Mat120+Mat100,Hybrid,1,63,21.578,17.262
1,Hybrid,Expansion+Mat80+Mat100,2,60,26.333,19.779
2,Expansion+Mat80+Mat100,Hybrid,1,63,21.401,17.041
3,Hybrid,Expansion+Mat80+Mat100,2,60,26.672,19.881
4,Expansion+Mat80+Mat100,Hybrid,1,63,21.944,17.350
5,Hybrid,Expansion+Mat80+Mat100,2,60,25.827,19.835
6,Expansion+Mat80+Mat100,Hybrid,1,63,22.125,17.101
7,Hybrid,Expansion+Mat80+Mat100,2,60,25.907,19.851
8,Expansion+Mat80+Mat100,Hybrid,1,63,21.741,17.151
9,Hybrid,Expansion+Mat80+Mat100,2,60,26.239,19.911
10,Expansion+Mat80+Mat100,Hybrid,1,63,21.485,16.987
1,Hybrid,Hybrid+Mat100,1,57,30.644,27.107
2,Hybrid+Mat100,Hybrid,1,57,21.034,15.932
3,Hybrid,Hybrid+Mat100,1,57,31.139,26.226
4,Hybrid+Mat100,Hybrid,1,57,21.322,15.960
5,Hybrid,Hybrid+Mat100,1,57,30.730,26.186
6,Hybrid+Mat100,Hybrid,1,57,21.404,16.276
7,Hybrid,Hybrid+Mat100,1,57,30.762,26.557
8,Hybrid+Mat100,Hybrid,1,57,20.985,15.939
9,Hybrid,Hybrid+Mat100,1,57,30.928,26.281
10,Hybrid+Mat100,Hybrid,1,57,21.036,15.925
1,Hybrid,Material+Mat100,1,69,17.820,9.246
2,Material+Mat100,Hybrid,2,200,5.024,23.384
3,Hybrid,Material+Mat100,1,69,17.524,9.035
4,Material+Mat100,Hybrid,2,200,5.016,23.220
5,Hybrid,Material+Mat100,1,69,17.646,9.071
6,Material+Mat100,Hybrid,2,200,5.020,23.202
7,Hybrid,Material+Mat100,1,69,17.556,9.019
8,Material+Mat100,Hybrid,2,200,4.985,23.149
9,Hybrid,Material+Mat100,1,69,17.776,9.252
10,Material+Mat100,Hybrid,2,200,5.192,23.689
1,Material,Expansion+Mat120+Mat100,1,200,8.726,3.683
2,Expansion+Mat120+Mat100,Material,1,200,29.143,2.873
3,Material,Expansion+Mat120+Mat100,1,200,8.398,3.577
4,Expansion+Mat120+Mat100,Material,1,200,29.545,2.894
5,Material,Expansion+Mat120+Mat100,1,200,8.419,3.581
6,Expansion+Mat120+Mat100,Material,1,200,29.389,2.859
7,Material,Expansion+Mat120+Mat100,1,200,8.386,3.580
8,Expansion+Mat120+Mat100,Material,1,200,29.008,3.087
9,Material,Expansion+Mat120+Mat100,1,200,8.810,3.656
10,Expansion+Mat120+Mat100,Material,1,200,28.931,2.809
1,Material,Expansion+Mat80+Mat100,1,200,8.691,3.770
2,Expansion+Mat80+Mat100,Material,1,200,29.023,2.839
3,Material,Expansion+Mat80+Mat100,1,200,8.378,3.576
4,Expansion+Mat80+Mat100,Material,1,200,30.044,2.830
5,Material,Expansion+Mat80+Mat100,1,200,8.354,3.575
6,Expansion+Mat80+Mat100,Material,1,200,30.017,2.856
7,Material,Expansion+Mat80+Mat100,1,200,8.537,3.608
8,Expansion+Mat80+Mat100,Material,1,200,29.232,2.924
9,Material,Expansion+Mat80+Mat100,1,200,8.513,3.608
10,Expansion+Mat80+Mat100,Material,1,200,28.995,2.807
1,Material,Hybrid+Mat100,1,200,5.376,7.110
2,Hybrid+Mat100,Material,2,60,14.500,9.352
3,Material,Hybrid+Mat100,1,200,5.339,7.132
4,Hybrid+Mat100,Material,2,60,14.351,9.286
5,Material,Hybrid+Mat100,1,200,5.295,7.150
6,Hybrid+Mat100,Material,2,60,14.376,9.355
7,Material,Hybrid+Mat100,1,200,5.250,7.121
8,Hybrid+Mat100,Material,2,60,14.392,9.302
9,Material,Hybrid+Mat100,1,200,5.410,7.135
10,Hybrid+Mat100,Material,2,60,14.633,9.368
1,Material,Material+Mat100,2,62,16.750,13.555
2,Material+Mat100,Material,2,62,17.255,13.715
3,Material,Material+Mat100,2,62,16.839,13.568
4,Material+Mat100,Material,2,62,16.908,13.320
5,Material,Material+Mat100,2,62,17.182,13.817
6,Material+Mat100,Material,2,62,16.883,13.369
7,Material,Material+Mat100,2,62,17.064,13.939
8,Material+Mat100,Material,2,62,16.897,13.419
9,Material,Material+Mat100,2,62,16.954,13.841
10,Material+Mat100,Material,2,62,17.416,13.568
1,Expansion+Mat120+Mat100,Expansion+Mat80+Mat100,1,71,30.875,23.485
2,Expansion+Mat80+Mat100,Expansion+Mat120+Mat100,1,71,31.027,23.325
3,Expansion+Mat120+Mat100,Expansion+Mat80+Mat100,1,71,31.164,23.325
4,Expansion+Mat80+Mat100,Expansion+Mat120+Mat100,1,71,31.026,23.160
5,Expansion+Mat120+Mat100,Expansion+Mat80+Mat100,1,71,30.927,23.103
6,Expansion+Mat80+Mat100,Expansion+Mat120+Mat100,1,71,30.904,23.086
7,Expansion+Mat120+Mat100,Expansion+Mat80+Mat100,1,71,31.003,23.276
8,Expansion+Mat80+Mat100,Expansion+Mat120+Mat100,1,71,31.078,23.286
9,Expansion+Mat120+Mat100,Expansion+Mat80+Mat100,1,71,30.816,23.684
10,Expansion+Mat80+Mat100,Expansion+Mat120+Mat100,1,71,31.176,23.318
1,Expansion+Mat120+Mat100,Hybrid+Mat100,1,63,17.805,13.734
2,Hybrid+Mat100,Expansion+Mat120+Mat100,1,200,25.870,6.947
3,Expansion+Mat120+Mat100,Hybrid+Mat100,1,63,18.239,14.337
4,Hybrid+Mat100,Expansion+Mat120+Mat100,1,200,25.780,6.858
5,Expansion+Mat120+Mat100,Hybrid+Mat100,1,63,18.227,14.117
6,Hybrid+Mat100,Expansion+Mat120+Mat100,1,200,25.737,6.975
7,Expansion+Mat120+Mat100,Hybrid+Mat100,1,63,17.972,14.003
8,Hybrid+Mat100,Expansion+Mat120+Mat100,1,200,26.038,6.922
9,Expansion+Mat120+Mat100,Hybrid+Mat100,1,63,17.769,13.696
10,Hybrid+Mat100,Expansion+Mat120+Mat100,1,200,26.016,6.923
1,Expansion+Mat120+Mat100,Material+Mat100,1,200,29.006,2.871
2,Material+Mat100,Expansion+Mat120+Mat100,1,200,8.948,3.737
3,Expansion+Mat120+Mat100,Material+Mat100,1,200,29.030,2.886
4,Material+Mat100,Expansion+Mat120+Mat100,1,200,8.469,3.579
5,Expansion+Mat120+Mat100,Material+Mat100,1,200,29.419,2.959
6,Material+Mat100,Expansion+Mat120+Mat100,1,200,8.527,3.566
7,Expansion+Mat120+Mat100,Material+Mat100,1,200,29.636,2.954
8,Material+Mat100,Expansion+Mat120+Mat100,1,200,8.499,3.628
9,Expansion+Mat120+Mat100,Material+Mat100,1,200,29.288,3.231
10,Material+Mat100,Expansion+Mat120+Mat100,1,200,8.743,3.684
1,Expansion+Mat80+Mat100,Hybrid+Mat100,1,63,17.715,13.946
2,Hybrid+Mat100,Expansion+Mat80+Mat100,1,200,26.179,6.893
3,Expansion+Mat80+Mat100,Hybrid+Mat100,1,63,17.657,13.686
4,Hybrid+Mat100,Expansion+Mat80+Mat100,1,200,26.103,6.933
5,Expansion+Mat80+Mat100,Hybrid+Mat100,1,63,17.796,14.048
6,Hybrid+Mat100,Expansion+Mat80+Mat100,1,200,25.681,6.851
7,Expansion+Mat80+Mat100,Hybrid+Mat100,1,63,18.178,13.836
8,Hybrid+Mat100,Expansion+Mat80+Mat100,1,200,25.895,7.145
9,Expansion+Mat80+Mat100,Hybrid+Mat100,1,63,18.035,13.929
10,Hybrid+Mat100,Expansion+Mat80+Mat100,1,200,25.968,6.943
1,Expansion+Mat80+Mat100,Material+Mat100,1,200,29.296,2.897
2,Material+Mat100,Expansion+Mat80+Mat100,1,200,8.500,3.590
3,Expansion+Mat80+Mat100,Material+Mat100,1,200,29.315,2.889
4,Material+Mat100,Expansion+Mat80+Mat100,1,200,8.496,3.583
5,Expansion+Mat80+Mat100,Material+Mat100,1,200,29.692,2.956
6,Material+Mat100,Expansion+Mat80+Mat100,1,200,8.546,3.586
7,Expansion+Mat80+Mat100,Material+Mat100,1,200,29.534,2.950
8,Material+Mat100,Expansion+Mat80+Mat100,1,200,8.689,3.576
9,Expansion+Mat80+Mat100,Material+Mat100,1,200,29.087,2.875
10,Material+Mat100,Expansion+Mat80+Mat100,1,200,8.684,3.660
1,Hybrid+Mat100,Material+Mat100,2,60,14.499,9.433
2,Material+Mat100,Hybrid+Mat100,1,200,5.408,7.156
3,Hybrid+Mat100,Material+Mat100,2,60,14.441,9.451
4,Material+Mat100,Hybrid+Mat100,1,200,5.284,6.948
5,Hybrid+Mat100,Material+Mat100,2,60,14.823,9.553
6,Material+Mat100,Hybrid+Mat100,1,200,5.265,6.978
7,Hybrid+Mat100,Material+Mat100,2,60,14.685,9.533
8,Material+Mat100,Hybrid+Mat100,1,200,5.272,6.945
9,Hybrid+Mat100,Material+Mat100,2,60,14.578,9.536
10,Material+Mat100,Hybrid+Mat100,1,200,5.264,6.953
