Trial,P1,P2,Winner,Ply,P1AvgMS,P2AvgMS
9,Material,Hybrid+Mat80,1,200,5.605,7.378
10,Hybrid+Mat80,Material,2,60,14.639,9.741
1,Material,Hybrid+Mat120,1,200,5.544,7.276
2,Hybrid+Mat120,Material,2,60,14.534,9.460
3,Material,Hybrid+Mat120,1,200,5.435,7.452
4,Hybrid+Mat120,Material,2,60,14.560,9.510
5,Material,Hybrid+Mat120,1,200,5.473,7.344
6,Hybrid+Mat120,Material,2,60,14.459,9.408
7,Material,Hybrid+Mat120,1,200,5.403,7.237
8,Hybrid+Mat120,Material,2,60,14.997,9.669
9,Material,Hybrid+Mat120,1,200,5.447,7.228
10,Hybrid+Mat120,Material,2,60,14.764,9.741
1,Material,Expansion+Mat80,1,200,8.730,3.795
2,Expansion+Mat80,Material,1,200,29.912,2.980
3,Material,Expansion+Mat80,1,200,8.544,3.671
4,Expansion+Mat80,Material,1,200,29.247,2.861
5,Material,Expansion+Mat80,1,200,8.824,3.931
6,Expansion+Mat80,Material,1,200,29.273,2.922
7,Material,Expansion+Mat80,1,200,8.489,3.735
8,Expansion+Mat80,Material,1,200,29.972,3.022
9,Material,Expansion+Mat80,1,200,8.617,3.839
10,Expansion+Mat80,Material,1,200,29.657,2.990
1,Material,Expansion+Mat120,1,200,8.616,3.726
2,Expansion+Mat120,Material,1,200,29.585,2.962
3,Material,Expansion+Mat120,1,200,8.652,3.693
4,Expansion+Mat120,Material,1,200,28.984,3.086
5,Material,Expansion+Mat120,1,200,8.815,3.788
6,Expansion+Mat120,Material,1,200,28.998,2.895
7,Material,Expansion+Mat120,1,200,8.689,3.754
8,Expansion+Mat120,Material,1,200,29.306,3.010
9,Material,Expansion+Mat120,1,200,8.460,3.602
10,Expansion+Mat120,Material,1,200,29.751,2.906
1,Material,Material+Mat80,2,62,17.202,13.896
2,Material+Mat80,Material,2,62,17.694,13.940
3,Material,Material+Mat80,2,62,17.209,13.872
4,Material+Mat80,Material,2,62,17.656,14.062
5,Material,Material+Mat80,2,62,16.883,13.776
6,Material+Mat80,Material,2,62,17.220,13.573
7,Material,Material+Mat80,2,62,17.373,14.106
8,Material+Mat80,Material,2,62,17.275,13.569
9,Material,Material+Mat80,2,62,17.258,14.117
10,Material+Mat80,Material,2,62,17.229,13.815
1,Material,Material+Mat120,2,62,17.023,13.768
2,Material+Mat120,Material,2,62,17.476,13.526
3,Material,Material+Mat120,2,62,16.798,13.502
4,Material+Mat120,Material,2,62,16.966,13.628
5,Material,Material+Mat120,2,62,16.966,13.546
6,Material+Mat120,Material,2,62,17.039,13.469
7,Material,Material+Mat120,2,62,16.766,13.589
8,Material+Mat120,Material,2,62,16.815,13.391
9,Material,Material+Mat120,2,62,17.070,14.020
10,Material+Mat120,Material,2,62,16.932,13.296
1,Hybrid+Mat80,Hybrid+Mat120,1,65,25.013,22.532
2,Hybrid+Mat120,Hybrid+Mat80,1,200,26.413,6.285
3,Hybrid+Mat80,Hybrid+Mat120,1,65,24.881,22.203
4,Hybrid+Mat120,Hybrid+Mat80,1,200,26.534,6.187
5,Hybrid+Mat80,Hybrid+Mat120,1,65,25.132,22.502
6,Hybrid+Mat120,Hybrid+Mat80,1,200,26.198,6.203
7,Hybrid+Mat80,Hybrid+Mat120,1,65,25.250,22.974
8,Hybrid+Mat120,Hybrid+Mat80,1,200,26.749,6.252
9,Hybrid+Mat80,Hybrid+Mat120,1,65,25.239,22.478
10,Hybrid+Mat120,Hybrid+Mat80,1,200,26.480,6.187
1,Hybrid+Mat80,Expansion+Mat80,1,200,26.177,6.583
2,Expansion+Mat80,Hybrid+Mat80,1,57,17.804,15.364
3,Hybrid+Mat80,Expansion+Mat80,1,200,26.295,6.531
4,Expansion+Mat80,Hybrid+Mat80,1,57,17.860,15.410
5,Hybrid+Mat80,Expansion+Mat80,1,200,26.213,6.550
6,Expansion+Mat80,Hybrid+Mat80,1,57,17.878,15.430
7,Hybrid+Mat80,Expansion+Mat80,1,200,26.312,6.626
8,Expansion+Mat80,Hybrid+Mat80,1,57,17.877,15.395
9,Hybrid+Mat80,Expansion+Mat80,1,200,26.353,6.584
10,Expansion+Mat80,Hybrid+Mat80,1,57,18.394,15.714
1,Hybrid+Mat80,Expansion+Mat120,1,200,25.969,6.803
2,Expansion+Mat120,Hybrid+Mat80,1,57,18.370,15.906
3,Hybrid+Mat80,Expansion+Mat120,1,200,25.711,6.764
4,Expansion+Mat120,Hybrid+Mat80,1,57,18.141,15.388
5,Hybrid+Mat80,Expansion+Mat120,1,200,25.720,6.742
6,Expansion+Mat120,Hybrid+Mat80,1,57,18.417,16.127
7,Hybrid+Mat80,Expansion+Mat120,1,200,26.260,6.874
8,Expansion+Mat120,Hybrid+Mat80,1,57,17.856,15.407
9,Hybrid+Mat80,Expansion+Mat120,1,200,26.084,6.863
10,Expansion+Mat120,Hybrid+Mat80,1,57,17.870,15.398
1,Hybrid+Mat80,Material+Mat80,2,60,14.278,9.385
2,Material+Mat80,Hybrid+Mat80,1,200,5.349,7.051
3,Hybrid+Mat80,Material+Mat80,2,60,14.251,9.431
4,Material+Mat80,Hybrid+Mat80,1,200,5.386,7.026
5,Hybrid+Mat80,Material+Mat80,2,60,14.256,9.379
6,Material+Mat80,Hybrid+Mat80,1,200,5.468,7.077
7,Hybrid+Mat80,Material+Mat80,2,60,14.229,9.383
8,Material+Mat80,Hybrid+Mat80,1,200,5.360,7.140
9,Hybrid+Mat80,Material+Mat80,2,60,14.317,9.412
10,Material+Mat80,Hybrid+Mat80,1,200,5.313,7.030
1,Hybrid+Mat80,Material+Mat120,2,60,14.455,9.463
2,Material+Mat120,Hybrid+Mat80,1,200,5.282,6.950
3,Hybrid+Mat80,Material+Mat120,2,60,14.908,9.586
4,Material+Mat120,Hybrid+Mat80,1,200,5.255,6.947
5,Hybrid+Mat80,Material+Mat120,2,60,14.650,9.607
6,Material+Mat120,Hybrid+Mat80,1,200,5.238,6.952
7,Hybrid+Mat80,Material+Mat120,2,60,15.000,9.798
8,Material+Mat120,Hybrid+Mat80,1,200,5.310,6.987
9,Hybrid+Mat80,Material+Mat120,2,60,14.560,9.708
10,Material+Mat120,Hybrid+Mat80,1,200,5.306,7.048
1,Hybrid+Mat120,Expansion+Mat80,1,200,26.115,6.548
2,Expansion+Mat80,Hybrid+Mat120,1,63,17.600,13.618
3,Hybrid+Mat120,Expansion+Mat80,1,200,26.360,6.718
4,Expansion+Mat80,Hybrid+Mat120,1,63,17.663,13.706
5,Hybrid+Mat120,Expansion+Mat80,1,200,26.140,6.514
6,Expansion+Mat80,Hybrid+Mat120,1,63,17.613,13.561
7,Hybrid+Mat120,Expansion+Mat80,1,200,26.058,6.586
8,Expansion+Mat80,Hybrid+Mat120,1,63,17.863,14.126
9,Hybrid+Mat120,Expansion+Mat80,1,200,25.662,6.529
10,Expansion+Mat80,Hybrid+Mat120,1,63,18.328,13.903
1,Hybrid+Mat120,Expansion+Mat120,1,200,25.640,6.752
2,Expansion+Mat120,Hybrid+Mat120,1,63,18.398,14.225
3,Hybrid+Mat120,Expansion+Mat120,1,200,25.911,6.886
4,Expansion+Mat120,Hybrid+Mat120,1,63,17.758,13.595
5,Hybrid+Mat120,Expansion+Mat120,1,200,25.940,6.907
6,Expansion+Mat120,Hybrid+Mat120,1,63,18.014,13.774
7,Hybrid+Mat120,Expansion+Mat120,1,200,25.821,6.801
8,Expansion+Mat120,Hybrid+Mat120,1,63,17.759,13.620
9,Hybrid+Mat120,Expansion+Mat120,1,200,25.864,6.744
10,Expansion+Mat120,Hybrid+Mat120,1,63,17.876,13.795
1,Hybrid+Mat120,Material+Mat80,2,60,14.677,9.457
2,Material+Mat80,Hybrid+Mat120,1,200,5.273,7.057
3,Hybrid+Mat120,Material+Mat80,2,60,14.536,9.544
4,Material+Mat80,Hybrid+Mat120,1,200,5.231,6.993
5,Hybrid+Mat120,Material+Mat80,2,60,14.946,9.744
6,Material+Mat80,Hybrid+Mat120,1,200,5.238,6.993
7,Hybrid+Mat120,Material+Mat80,2,60,14.596,9.666
8,Material+Mat80,Hybrid+Mat120,1,200,5.286,7.012
9,Hybrid+Mat120,Material+Mat80,2,60,14.242,9.438
10,Material+Mat80,Hybrid+Mat120,1,200,5.260,7.132
1,Hybrid+Mat120,Material+Mat120,2,60,14.302,9.394
2,Material+Mat120,Hybrid+Mat120,1,200,5.348,7.092
3,Hybrid+Mat120,Material+Mat120,2,60,14.295,9.372
4,Material+Mat120,Hybrid+Mat120,1,200,5.340,7.130
5,Hybrid+Mat120,Material+Mat120,2,60,14.231,9.334
6,Material+Mat120,Hybrid+Mat120,1,200,5.309,7.176
7,Hybrid+Mat120,Material+Mat120,2,60,14.279,9.422
8,Material+Mat120,Hybrid+Mat120,1,200,5.351,7.137
9,Hybrid+Mat120,Material+Mat120,2,60,14.211,9.437
10,Material+Mat120,Hybrid+Mat120,1,200,5.445,7.208
1,Expansion+Mat80,Expansion+Mat120,1,71,30.595,22.749
2,Expansion+Mat120,Expansion+Mat80,1,71,30.489,23.331
3,Expansion+Mat80,Expansion+Mat120,1,71,30.549,22.708
4,Expansion+Mat120,Expansion+Mat80,1,71,30.703,23.167
5,Expansion+Mat80,Expansion+Mat120,1,71,30.862,22.659
6,Expansion+Mat120,Expansion+Mat80,1,71,30.486,23.393
7,Expansion+Mat80,Expansion+Mat120,1,71,30.425,22.804
8,Expansion+Mat120,Expansion+Mat80,1,71,30.511,23.205
9,Expansion+Mat80,Expansion+Mat120,1,71,30.385,22.501
10,Expansion+Mat120,Expansion+Mat80,1,71,30.615,23.323
1,Expansion+Mat80,Material+Mat80,1,200,28.890,2.900
2,Material+Mat80,Expansion+Mat80,1,200,8.481,3.566
3,Expansion+Mat80,Material+Mat80,1,200,29.234,2.889
4,Material+Mat80,Expansion+Mat80,1,200,8.461,3.592
5,Expansion+Mat80,Material+Mat80,1,200,28.768,2.863
6,Material+Mat80,Expansion+Mat80,1,200,8.880,3.697
7,Expansion+Mat80,Material+Mat80,1,200,28.739,2.869
8,Material+Mat80,Expansion+Mat80,1,200,8.727,3.623
9,Expansion+Mat80,Material+Mat80,1,200,28.483,2.867
10,Material+Mat80,Expansion+Mat80,1,200,8.468,3.561
1,Expansion+Mat80,Material+Mat120,1,200,29.165,2.902
2,Material+Mat120,Expansion+Mat80,1,200,8.715,3.632
3,Expansion+Mat80,Material+Mat120,1,200,29.345,2.876
4,Material+Mat120,Expansion+Mat80,1,200,8.471,3.574
5,Expansion+Mat80,Material+Mat120,1,200,28.915,3.019
6,Material+Mat120,Expansion+Mat80,1,200,8.959,3.795
7,Expansion+Mat80,Material+Mat120,1,200,28.670,2.905
8,Material+Mat120,Expansion+Mat80,1,200,8.722,3.757
9,Expansion+Mat80,Material+Mat120,1,200,28.841,2.868
10,Material+Mat120,Expansion+Mat80,1,200,8.489,3.546
1,Expansion+Mat120,Material+Mat80,1,200,29.292,2.933
2,Material+Mat80,Expansion+Mat120,1,200,8.556,3.508
3,Expansion+Mat120,Material+Mat80,1,200,28.900,2.867
4,Material+Mat80,Expansion+Mat120,1,200,8.472,3.529
5,Expansion+Mat120,Material+Mat80,1,200,28.554,3.158
6,Material+Mat80,Expansion+Mat120,1,200,8.810,3.991
7,Expansion+Mat120,Material+Mat80,1,200,28.430,2.880
8,Material+Mat80,Expansion+Mat120,1,200,8.732,3.701
9,Expansion+Mat120,Material+Mat80,1,200,28.533,2.903
10,Material+Mat80,Expansion+Mat120,1,200,8.451,3.529
1,Expansion+Mat120,Material+Mat120,1,200,29.292,2.921
2,Material+Mat120,Expansion+Mat120,1,200,8.501,3.518
3,Expansion+Mat120,Material+Mat120,1,200,28.972,2.954
4,Material+Mat120,Expansion+Mat120,1,200,8.634,3.564
5,Expansion+Mat120,Material+Mat120,1,200,28.668,3.215
6,Material+Mat120,Expansion+Mat120,1,200,8.677,3.562
7,Expansion+Mat120,Material+Mat120,1,200,28.604,2.879
8,Material+Mat120,Expansion+Mat120,1,200,8.850,3.716
9,Expansion+Mat120,Material+Mat120,1,200,28.554,2.845
10,Material+Mat120,Expansion+Mat120,1,200,8.672,3.547
1,Material+Mat80,Material+Mat120,2,62,17.127,13.888
2,Material+Mat120,Material+Mat80,2,62,16.810,13.518
3,Material+Mat80,Material+Mat120,2,62,17.334,13.771
4,Material+Mat120,Material+Mat80,2,62,16.800,13.486
5,Material+Mat80,Material+Mat120,2,62,16.801,13.445
6,Material+Mat120,Material+Mat80,2,62,17.247,13.834
7,Material+Mat80,Material+Mat120,2,62,16.849,13.586
8,Material+Mat120,Material+Mat80,2,62,17.271,13.945
9,Material+Mat80,Material+Mat120,2,62,16.782,13.521
10,Material+Mat120,Material+Mat80,2,62,16.793,13.463
