Trial,P1,P2,Winner,Ply,P1AvgMS,P2AvgMS
1,Expansion+Mat130,Expansion+InfectionPressurex20,1,65,16.868,19.142
2,Expansion+InfectionPressurex20,Expansion+Mat130,1,200,30.155,6.717
3,Expansion+Mat130,Expansion+InfectionPressurex20,1,65,16.776,18.484
4,Expansion+InfectionPressurex20,Expansion+Mat130,1,200,30.407,6.745
5,Expansion+Mat130,Expansion+InfectionPressurex20,1,65,16.666,18.539
6,Expansion+InfectionPressurex20,Expansion+Mat130,1,200,29.983,6.857
7,Expansion+Mat130,Expansion+InfectionPressurex20,1,65,16.973,18.617
8,Expansion+InfectionPressurex20,Expansion+Mat130,1,200,29.605,6.661
9,Expansion+Mat130,Expansion+InfectionPressurex20,1,65,16.698,18.705
10,Expansion+InfectionPressurex20,Expansion+Mat130,1,200,30.386,6.758
1,Expansion+Mat130,Expansion+InfectionPressurex35,1,65,16.752,17.423
2,Expansion+InfectionPressurex35,Expansion+Mat130,1,200,30.161,6.659
3,Expansion+Mat130,Expansion+InfectionPressurex35,1,65,16.593,17.343
4,Expansion+InfectionPressurex35,Expansion+Mat130,1,200,30.359,6.838
5,Expansion+Mat130,Expansion+InfectionPressurex35,1,65,16.942,17.612
6,Expansion+InfectionPressurex35,Expansion+Mat130,1,200,29.882,6.680
7,Expansion+Mat130,Expansion+InfectionPressurex35,1,65,16.844,17.550
8,Expansion+InfectionPressurex35,Expansion+Mat130,1,200,30.250,6.797
9,Expansion+Mat130,Expansion+InfectionPressurex35,1,65,16.674,17.248
10,Expansion+InfectionPressurex35,Expansion+Mat130,1,200,30.495,6.893
1,Expansion+Mat130,Expansion+InfectionPressurex20+Mat100,1,71,30.594,28.857
2,Expansion+InfectionPressurex20+Mat100,Expansion+Mat130,2,200,11.392,33.950
3,Expansion+Mat130,Expansion+InfectionPressurex20+Mat100,1,71,30.434,28.407
4,Expansion+InfectionPressurex20+Mat100,Expansion+Mat130,2,200,11.263,34.460
5,Expansion+Mat130,Expansion+InfectionPressurex20+Mat100,1,71,30.255,28.184
6,Expansion+InfectionPressurex20+Mat100,Expansion+Mat130,2,200,11.319,34.246
7,Expansion+Mat130,Expansion+InfectionPressurex20+Mat100,1,71,30.312,28.327
8,Expansion+InfectionPressurex20+Mat100,Expansion+Mat130,2,200,11.370,34.216
9,Expansion+Mat130,Expansion+InfectionPressurex20+Mat100,1,71,30.346,28.458
10,Expansion+InfectionPressurex20+Mat100,Expansion+Mat130,2,200,11.289,34.316
1,Expansion+Mat130,Expansion+InfectionPressurex35+Mat100,1,71,30.677,28.328
2,Expansion+InfectionPressurex35+Mat100,Expansion+Mat130,2,200,11.217,34.070
3,Expansion+Mat130,Expansion+InfectionPressurex35+Mat100,1,71,30.540,28.290
4,Expansion+InfectionPressurex35+Mat100,Expansion+Mat130,2,200,11.276,34.375
5,Expansion+Mat130,Expansion+InfectionPressurex35+Mat100,1,71,30.528,28.111
6,Expansion+InfectionPressurex35+Mat100,Expansion+Mat130,2,200,11.277,33.943
7,Expansion+Mat130,Expansion+InfectionPressurex35+Mat100,1,71,30.188,28.095
8,Expansion+InfectionPressurex35+Mat100,Expansion+Mat130,2,200,11.321,34.443
9,Expansion+Mat130,Expansion+InfectionPressurex35+Mat100,1,71,30.300,28.554
10,Expansion+InfectionPressurex35+Mat100,Expansion+Mat130,2,200,11.241,34.487
1,Expansion+Mat150,Expansion+InfectionPressurex20,1,65,17.092,19.097
2,Expansion+InfectionPressurex20,Expansion+Mat150,1,200,30.313,6.677
3,Expansion+Mat150,Expansion+InfectionPressurex20,1,65,16.656,18.545
4,Expansion+InfectionPressurex20,Expansion+Mat150,1,200,30.300,6.705
5,Expansion+Mat150,Expansion+InfectionPressurex20,1,65,16.630,18.498
6,Expansion+InfectionPressurex20,Expansion+Mat150,1,200,30.200,6.736
7,Expansion+Mat150,Expansion+InfectionPressurex20,1,65,17.004,18.723
8,Expansion+InfectionPressurex20,Expansion+Mat150,1,200,29.712,6.710
9,Expansion+Mat150,Expansion+InfectionPressurex20,1,65,16.812,18.604
10,Expansion+InfectionPressurex20,Expansion+Mat150,1,200,30.334,6.728
1,Expansion+Mat150,Expansion+InfectionPressurex35,1,65,16.807,17.441
2,Expansion+InfectionPressurex35,Expansion+Mat150,1,200,30.560,6.763
3,Expansion+Mat150,Expansion+InfectionPressurex35,1,65,16.655,17.212
4,Expansion+InfectionPressurex35,Expansion+Mat150,1,200,30.148,6.805
5,Expansion+Mat150,Expansion+InfectionPressurex35,1,65,17.028,17.471
6,Expansion+InfectionPressurex35,Expansion+Mat150,1,200,29.804,6.660
7,Expansion+Mat150,Expansion+InfectionPressurex35,1,65,16.907,17.574
8,Expansion+InfectionPressurex35,Expansion+Mat150,1,200,29.973,6.757
9,Expansion+Mat150,Expansion+InfectionPressurex35,1,65,16.636,17.181
10,Expansion+InfectionPressurex35,Expansion+Mat150,1,200,30.102,6.818
1,Expansion+Mat150,Expansion+InfectionPressurex20+Mat100,1,71,30.773,28.721
2,Expansion+InfectionPressurex20+Mat100,Expansion+Mat150,2,200,11.360,34.335
3,Expansion+Mat150,Expansion+InfectionPressurex20+Mat100,1,71,30.435,28.533
4,Expansion+InfectionPressurex20+Mat100,Expansion+Mat150,2,200,11.230,34.354
5,Expansion+Mat150,Expansion+InfectionPressurex20+Mat100,1,71,30.483,28.369
6,Expansion+InfectionPressurex20+Mat100,Expansion+Mat150,2,200,11.216,34.521
7,Expansion+Mat150,Expansion+InfectionPressurex20+Mat100,1,71,30.186,29.016
8,Expansion+InfectionPressurex20+Mat100,Expansion+Mat150,2,200,11.324,34.080
9,Expansion+Mat150,Expansion+InfectionPressurex20+Mat100,1,71,30.627,28.296
10,Expansion+InfectionPressurex20+Mat100,Expansion+Mat150,2,200,11.461,34.496
1,Expansion+Mat150,Expansion+InfectionPressurex35+Mat100,1,71,30.860,28.475
2,Expansion+InfectionPressurex35+Mat100,Expansion+Mat150,2,200,11.258,34.018
3,Expansion+Mat150,Expansion+InfectionPressurex35+Mat100,1,71,30.251,28.292
4,Expansion+InfectionPressurex35+Mat100,Expansion+Mat150,2,200,11.242,34.171
5,Expansion+Mat150,Expansion+InfectionPressurex35+Mat100,1,71,30.482,28.395
6,Expansion+InfectionPressurex35+Mat100,Expansion+Mat150,2,200,11.239,34.074
7,Expansion+Mat150,Expansion+InfectionPressurex35+Mat100,1,71,30.531,28.489
8,Expansion+InfectionPressurex35+Mat100,Expansion+Mat150,2,200,11.219,34.071
9,Expansion+Mat150,Expansion+InfectionPressurex35+Mat100,1,71,30.903,28.875
10,Expansion+InfectionPressurex35+Mat100,Expansion+Mat150,2,200,11.237,34.250
1,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35,1,71,24.251,28.030
2,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20,2,200,9.322,8.607
3,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35,1,71,24.094,27.948
4,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20,2,200,9.316,8.606
5,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35,1,71,23.696,27.513
6,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20,2,200,9.411,8.525
7,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35,1,71,24.026,27.793
8,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20,2,200,9.317,8.498
9,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35,1,71,23.940,27.645
10,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20,2,200,9.435,8.525
1,Expansion+InfectionPressurex20,Expansion+InfectionPressurex20+Mat100,1,200,30.088,7.992
2,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex20,1,65,20.157,18.771
3,Expansion+InfectionPressurex20,Expansion+InfectionPressurex20+Mat100,1,200,30.334,8.071
4,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex20,1,65,19.960,18.352
5,Expansion+InfectionPressurex20,Expansion+InfectionPressurex20+Mat100,1,200,29.850,8.085
6,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex20,1,65,20.196,18.565
7,Expansion+InfectionPressurex20,Expansion+InfectionPressurex20+Mat100,1,200,29.774,8.024
8,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex20,1,65,20.393,18.748
9,Expansion+InfectionPressurex20,Expansion+InfectionPressurex20+Mat100,1,200,30.032,8.083
10,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex20,1,65,20.086,18.586
1,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35+Mat100,1,200,30.323,8.192
2,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20,1,63,20.538,17.687
3,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35+Mat100,1,200,30.425,8.108
4,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20,1,63,20.335,17.489
5,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35+Mat100,1,200,30.227,8.113
6,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20,1,63,20.294,17.478
7,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35+Mat100,1,200,30.104,8.052
8,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20,1,63,20.614,17.629
9,Expansion+InfectionPressurex20,Expansion+InfectionPressurex35+Mat100,1,200,30.115,8.120
10,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20,1,63,20.559,17.596
1,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20+Mat100,1,200,30.662,8.037
2,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35,1,65,20.273,17.672
3,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20+Mat100,1,200,29.867,8.009
4,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35,1,65,20.151,17.811
5,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20+Mat100,1,200,30.556,8.094
6,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35,1,65,20.056,17.439
7,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20+Mat100,1,200,30.292,8.085
8,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35,1,65,20.339,17.489
9,Expansion+InfectionPressurex35,Expansion+InfectionPressurex20+Mat100,1,200,29.945,8.000
10,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35,1,65,20.049,17.545
1,Expansion+InfectionPressurex35,Expansion+InfectionPressurex35+Mat100,1,200,30.448,8.291
2,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex35,1,63,20.371,16.551
3,Expansion+InfectionPressurex35,Expansion+InfectionPressurex35+Mat100,1,200,30.374,8.064
4,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex35,1,63,20.720,17.040
5,Expansion+InfectionPressurex35,Expansion+InfectionPressurex35+Mat100,1,200,29.958,8.101
6,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex35,1,63,20.797,16.890
7,Expansion+InfectionPressurex35,Expansion+InfectionPressurex35+Mat100,1,200,30.211,8.086
8,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex35,1,63,20.304,16.445
9,Expansion+InfectionPressurex35,Expansion+InfectionPressurex35+Mat100,1,200,30.157,8.147
10,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex35,1,63,20.718,16.548
1,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35+Mat100,2,200,11.491,42.141
2,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20+Mat100,2,200,11.326,42.552
3,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35+Mat100,2,200,11.430,41.891
4,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20+Mat100,2,200,11.294,41.995
5,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35+Mat100,2,200,11.365,42.523
6,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20+Mat100,2,200,11.334,42.598
7,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35+Mat100,2,200,11.777,44.000
8,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20+Mat100,2,200,12.728,46.361
9,Expansion+InfectionPressurex20+Mat100,Expansion+InfectionPressurex35+Mat100,2,200,11.594,43.104
10,Expansion+InfectionPressurex35+Mat100,Expansion+InfectionPressurex20+Mat100,2,200,11.371,43.351
