Trial,P1,P2,Winner,Ply,P1AvgMS,P2AvgMS
8,Adaptive,Material,1,65,23.864,10.325
9,Material,Adaptive,1,200,11.200,5.633
10,Adaptive,Material,1,65,23.252,10.067
1,Expansion,Hybrid,2,66,36.303,28.098
2,Hybrid,Expansion,1,63,30.358,30.732
3,Expansion,Hybrid,2,66,36.308,28.639
4,Hybrid,Expansion,1,63,28.295,28.353
5,Expansion,Hybrid,2,66,36.732,28.374
6,Hybrid,Expansion,1,63,27.487,27.299
7,Expansion,Hybrid,2,66,36.582,28.280
8,Hybrid,Expansion,1,63,27.753,26.968
9,Expansion,Hybrid,2,66,36.192,28.084
10,Hybrid,Expansion,1,63,27.781,27.188
1,Expansion,Mobility,1,63,24.031,80.756
2,Mobility,Expansion,1,59,68.678,22.111
3,Expansion,Mobility,1,63,24.770,80.628
4,Mobility,Expansion,1,59,69.663,21.737
5,Expansion,Mobility,1,63,24.288,80.841
6,Mobility,Expansion,1,59,69.362,22.374
7,Expansion,Mobility,1,63,24.076,80.338
8,Mobility,Expansion,1,59,68.563,21.540
9,Expansion,Mobility,1,63,24.108,80.384
10,Mobility,Expansion,1,59,62.683,20.730
1,Expansion,PotentialConversion,1,200,11.158,4.035
2,PotentialConversion,Expansion,1,200,7.530,4.376
3,Expansion,PotentialConversion,1,200,13.795,5.033
4,PotentialConversion,Expansion,1,200,11.282,6.257
5,Expansion,PotentialConversion,1,200,16.692,5.817
6,PotentialConversion,Expansion,1,200,9.603,5.717
7,Expansion,PotentialConversion,1,200,14.382,4.964
8,PotentialConversion,Expansion,1,200,9.754,5.407
9,Expansion,PotentialConversion,1,200,11.283,4.000
10,PotentialConversion,Expansion,1,200,9.076,5.150
1,Expansion,PositionWeight,1,67,28.505,23.547
2,PositionWeight,Expansion,2,68,10.781,20.578
3,Expansion,PositionWeight,1,67,28.009,23.496
4,PositionWeight,Expansion,2,68,10.590,20.511
5,Expansion,PositionWeight,1,67,27.625,23.544
6,PositionWeight,Expansion,2,68,10.625,20.051
7,Expansion,PositionWeight,1,67,27.793,23.564
8,PositionWeight,Expansion,2,68,10.495,20.047
9,Expansion,PositionWeight,1,67,27.790,23.628
10,PositionWeight,Expansion,2,68,10.643,19.697
1,Expansion,ControlArea,1,200,6.908,10.839
2,ControlArea,Expansion,1,200,8.931,16.559
3,Expansion,ControlArea,1,200,6.888,10.807
4,ControlArea,Expansion,1,200,8.614,16.386
5,Expansion,ControlArea,1,200,6.847,10.821
6,ControlArea,Expansion,1,200,8.935,16.531
7,Expansion,ControlArea,1,200,6.873,10.899
8,ControlArea,Expansion,1,200,8.647,16.175
9,Expansion,ControlArea,1,200,6.775,10.679
10,ControlArea,Expansion,1,200,8.728,16.619
1,Expansion,Aggression,1,59,25.365,42.588
2,Aggression,Expansion,2,200,20.527,11.875
3,Expansion,Aggression,1,59,25.555,41.524
4,Aggression,Expansion,2,200,20.089,11.509
5,Expansion,Aggression,1,59,25.159,42.958
6,Aggression,Expansion,2,200,20.426,11.612
7,Expansion,Aggression,1,59,25.187,41.345
8,Aggression,Expansion,2,200,20.337,11.552
9,Expansion,Aggression,1,59,25.302,42.166
10,Aggression,Expansion,2,200,20.039,11.651
1,Expansion,Adaptive,1,200,9.642,9.295
2,Adaptive,Expansion,1,63,29.896,28.050
3,Expansion,Adaptive,1,200,8.761,8.445
4,Adaptive,Expansion,1,63,28.692,27.489
5,Expansion,Adaptive,1,200,8.760,8.387
6,Adaptive,Expansion,1,63,28.869,27.577
7,Expansion,Adaptive,1,200,8.694,8.499
8,Adaptive,Expansion,1,63,28.948,28.026
9,Expansion,Adaptive,1,200,9.093,8.890
10,Adaptive,Expansion,1,63,29.094,27.003
1,Hybrid,Mobility,1,200,27.145,19.342
2,Mobility,Hybrid,1,61,53.260,18.733
3,Hybrid,Mobility,1,200,26.179,19.456
4,Mobility,Hybrid,1,61,53.463,18.306
5,Hybrid,Mobility,1,200,26.446,19.341
6,Mobility,Hybrid,1,61,53.219,18.432
7,Hybrid,Mobility,1,200,26.790,19.414
8,Mobility,Hybrid,1,61,53.137,18.183
9,Hybrid,Mobility,1,200,26.808,19.192
10,Mobility,Hybrid,1,61,53.071,18.685
1,Hybrid,PotentialConversion,1,65,23.070,12.157
2,PotentialConversion,Hybrid,1,63,17.950,34.230
3,Hybrid,PotentialConversion,1,65,22.581,12.264
4,PotentialConversion,Hybrid,1,63,17.854,33.994
5,Hybrid,PotentialConversion,1,65,23.034,12.296
6,PotentialConversion,Hybrid,1,63,18.010,34.944
7,Hybrid,PotentialConversion,1,65,22.812,12.062
8,PotentialConversion,Hybrid,1,63,18.003,35.562
9,Hybrid,PotentialConversion,1,65,22.304,11.884
10,PotentialConversion,Hybrid,1,63,18.264,34.866
1,Hybrid,PositionWeight,1,60,15.348,8.885
2,PositionWeight,Hybrid,1,55,12.200,22.140
3,Hybrid,PositionWeight,1,60,15.361,8.965
4,PositionWeight,Hybrid,1,55,11.988,23.015
5,Hybrid,PositionWeight,1,60,15.548,8.989
6,PositionWeight,Hybrid,1,55,11.919,22.142
7,Hybrid,PositionWeight,1,60,16.157,9.064
8,PositionWeight,Hybrid,1,55,11.820,21.896
9,Hybrid,PositionWeight,1,60,16.255,9.537
10,PositionWeight,Hybrid,1,55,12.315,22.483
1,Hybrid,ControlArea,0,200,8.225,13.000
2,ControlArea,Hybrid,2,200,8.669,5.224
3,Hybrid,ControlArea,0,200,8.196,13.234
4,ControlArea,Hybrid,2,200,8.568,5.142
5,Hybrid,ControlArea,0,200,8.151,12.868
6,ControlArea,Hybrid,2,200,9.087,5.319
7,Hybrid,ControlArea,0,200,8.098,12.942
8,ControlArea,Hybrid,2,200,8.657,5.233
9,Hybrid,ControlArea,0,200,8.085,12.938
10,ControlArea,Hybrid,2,200,8.528,5.164
1,Hybrid,Aggression,2,60,32.847,40.880
2,Aggression,Hybrid,2,200,16.578,41.164
3,Hybrid,Aggression,2,60,32.432,41.800
4,Aggression,Hybrid,2,200,16.432,41.115
5,Hybrid,Aggression,2,60,32.492,41.363
6,Aggression,Hybrid,2,200,16.349,40.826
7,Hybrid,Aggression,2,60,32.590,41.123
8,Aggression,Hybrid,2,200,16.589,41.307
9,Hybrid,Aggression,2,60,32.267,41.182
10,Aggression,Hybrid,2,200,17.187,42.614
1,Hybrid,Adaptive,1,59,30.149,34.716
2,Adaptive,Hybrid,2,60,29.090,24.570
3,Hybrid,Adaptive,1,59,31.429,36.410
4,Adaptive,Hybrid,2,60,26.235,22.604
5,Hybrid,Adaptive,1,59,23.861,27.586
6,Adaptive,Hybrid,2,60,21.316,18.204
7,Hybrid,Adaptive,1,59,23.199,26.706
8,Adaptive,Hybrid,2,60,21.155,17.936
9,Hybrid,Adaptive,1,59,23.172,26.638
10,Adaptive,Hybrid,2,60,20.811,17.605
1,Mobility,PotentialConversion,1,63,92.642,13.467
2,PotentialConversion,Mobility,1,71,16.997,99.110
3,Mobility,PotentialConversion,1,63,92.762,13.438
4,PotentialConversion,Mobility,1,71,17.138,99.163
5,Mobility,PotentialConversion,1,63,92.553,13.415
6,PotentialConversion,Mobility,1,71,17.142,99.160
7,Mobility,PotentialConversion,1,63,92.352,13.327
8,PotentialConversion,Mobility,1,71,17.041,99.127
9,Mobility,PotentialConversion,1,63,92.522,13.439
10,PotentialConversion,Mobility,1,71,16.937,98.894
1,Mobility,PositionWeight,1,61,52.133,11.488
2,PositionWeight,Mobility,1,67,14.310,55.015
3,Mobility,PositionWeight,1,61,52.054,11.401
4,PositionWeight,Mobility,1,67,14.303,54.960
5,Mobility,PositionWeight,1,61,52.158,11.429
6,PositionWeight,Mobility,1,67,14.168,54.865
7,Mobility,PositionWeight,1,61,52.113,11.473
8,PositionWeight,Mobility,1,67,14.188,54.896
9,Mobility,PositionWeight,1,61,52.382,12.113
10,PositionWeight,Mobility,1,67,14.555,54.981
1,Mobility,ControlArea,1,59,41.029,22.267
2,ControlArea,Mobility,1,200,6.989,35.910
3,Mobility,ControlArea,1,59,40.906,22.249
4,ControlArea,Mobility,1,200,6.886,36.131
5,Mobility,ControlArea,1,59,41.040,22.268
6,ControlArea,Mobility,1,200,6.867,35.938
7,Mobility,ControlArea,1,59,41.015,22.265
8,ControlArea,Mobility,1,200,6.892,36.006
9,Mobility,ControlArea,1,59,40.910,22.192
10,ControlArea,Mobility,1,200,7.098,36.092
1,Mobility,Aggression,2,75,124.916,60.671
2,Aggression,Mobility,2,200,49.800,22.757
3,Mobility,Aggression,2,75,125.342,61.036
4,Aggression,Mobility,2,200,49.514,22.561
5,Mobility,Aggression,2,75,125.053,60.564
6,Aggression,Mobility,2,200,49.414,22.428
7,Mobility,Aggression,2,75,124.726,60.647
8,Aggression,Mobility,2,200,49.374,22.455
9,Mobility,Aggression,2,75,125.289,60.846
10,Aggression,Mobility,2,200,49.409,22.420
1,Mobility,Adaptive,1,57,53.855,20.913
2,Adaptive,Mobility,1,200,22.240,14.988
3,Mobility,Adaptive,1,57,53.719,20.813
4,Adaptive,Mobility,1,200,22.209,15.006
5,Mobility,Adaptive,1,57,53.841,20.999
6,Adaptive,Mobility,1,200,22.247,15.044
7,Mobility,Adaptive,1,57,53.735,20.852
8,Adaptive,Mobility,1,200,22.209,15.024
9,Mobility,Adaptive,1,57,53.797,20.880
10,Adaptive,Mobility,1,200,22.228,15.006
1,PotentialConversion,PositionWeight,2,56,7.729,8.644
2,PositionWeight,PotentialConversion,2,62,12.073,11.533
3,PotentialConversion,PositionWeight,2,56,7.656,8.586
4,PositionWeight,PotentialConversion,2,62,12.213,11.604
5,PotentialConversion,PositionWeight,2,56,7.639,8.551
6,PositionWeight,PotentialConversion,2,62,12.103,11.689
7,PotentialConversion,PositionWeight,2,56,7.662,8.568
8,PositionWeight,PotentialConversion,2,62,12.204,11.689
9,PotentialConversion,PositionWeight,2,56,7.667,8.550
10,PositionWeight,PotentialConversion,2,62,12.158,11.556
1,PotentialConversion,ControlArea,2,200,5.175,18.514
2,ControlArea,PotentialConversion,2,200,8.260,10.667
3,PotentialConversion,ControlArea,2,200,5.239,18.682
4,ControlArea,PotentialConversion,2,200,8.225,10.584
5,PotentialConversion,ControlArea,2,200,5.227,18.606
6,ControlArea,PotentialConversion,2,200,8.228,10.616
7,PotentialConversion,ControlArea,2,200,5.171,18.493
8,ControlArea,PotentialConversion,2,200,8.417,10.948
9,PotentialConversion,ControlArea,2,200,5.256,18.599
10,ControlArea,PotentialConversion,2,200,8.373,10.706
1,PotentialConversion,Aggression,2,62,12.097,21.783
2,Aggression,PotentialConversion,2,62,53.865,18.170
3,PotentialConversion,Aggression,2,62,12.130,21.754
4,Aggression,PotentialConversion,2,62,54.341,18.450
5,PotentialConversion,Aggression,2,62,12.497,22.066
6,Aggression,PotentialConversion,2,62,54.263,18.401
7,PotentialConversion,Aggression,2,62,12.449,21.991
8,Aggression,PotentialConversion,2,62,54.202,18.203
9,PotentialConversion,Aggression,2,62,12.190,21.818
10,Aggression,PotentialConversion,2,62,53.938,18.309
1,PotentialConversion,Adaptive,1,200,10.651,4.755
2,Adaptive,PotentialConversion,1,65,19.628,10.138
3,PotentialConversion,Adaptive,1,200,10.389,4.746
4,Adaptive,PotentialConversion,1,65,18.511,9.513
5,PotentialConversion,Adaptive,1,200,9.990,4.496
6,Adaptive,PotentialConversion,1,65,18.517,9.542
7,PotentialConversion,Adaptive,1,200,10.027,4.604
8,Adaptive,PotentialConversion,1,65,18.903,9.850
9,PotentialConversion,Adaptive,1,200,9.924,4.536
10,Adaptive,PotentialConversion,1,65,18.699,9.587
1,PositionWeight,ControlArea,1,200,11.911,5.413
2,ControlArea,PositionWeight,1,200,20.310,9.058
3,PositionWeight,ControlArea,1,200,11.884,5.398
4,ControlArea,PositionWeight,1,200,20.272,8.927
5,PositionWeight,ControlArea,1,200,11.855,5.402
6,ControlArea,PositionWeight,1,200,20.211,8.918
7,PositionWeight,ControlArea,1,200,11.883,5.536
8,ControlArea,PositionWeight,1,200,20.300,8.961
9,PositionWeight,ControlArea,1,200,11.847,5.403
10,ControlArea,PositionWeight,1,200,20.262,8.925
1,PositionWeight,Aggression,1,59,14.943,28.999
2,Aggression,PositionWeight,2,64,49.918,18.354
3,PositionWeight,Aggression,1,59,15.011,29.173
4,Aggression,PositionWeight,2,64,49.984,18.487
5,PositionWeight,Aggression,1,59,14.900,28.937
6,Aggression,PositionWeight,2,64,50.139,18.429
7,PositionWeight,Aggression,1,59,15.172,29.174
8,Aggression,PositionWeight,2,64,49.855,18.356
9,PositionWeight,Aggression,1,59,14.912,28.935
10,Aggression,PositionWeight,2,64,49.838,18.407
1,PositionWeight,Adaptive,1,65,8.305,19.507
2,Adaptive,PositionWeight,2,58,14.183,7.018
3,PositionWeight,Adaptive,1,65,8.306,19.590
4,Adaptive,PositionWeight,2,58,14.218,6.982
5,PositionWeight,Adaptive,1,65,8.635,20.469
6,Adaptive,PositionWeight,2,58,14.783,7.318
7,PositionWeight,Adaptive,1,65,8.851,20.635
8,Adaptive,PositionWeight,2,58,14.661,7.232
9,PositionWeight,Adaptive,1,65,8.473,19.774
10,Adaptive,PositionWeight,2,58,14.366,7.070
1,ControlArea,Aggression,2,200,14.856,39.422
2,Aggression,ControlArea,1,200,47.140,14.621
3,ControlArea,Aggression,2,200,14.892,39.474
4,Aggression,ControlArea,1,200,47.462,15.113
5,ControlArea,Aggression,2,200,15.074,39.613
6,Aggression,ControlArea,1,200,46.840,14.613
7,ControlArea,Aggression,2,200,14.818,39.376
8,Aggression,ControlArea,1,200,46.907,14.916
9,ControlArea,Aggression,2,200,14.909,39.453
10,Aggression,ControlArea,1,200,46.951,14.678
1,ControlArea,Adaptive,2,200,11.616,6.275
2,Adaptive,ControlArea,1,200,6.239,9.111
3,ControlArea,Adaptive,2,200,11.589,6.232
4,Adaptive,ControlArea,1,200,6.287,9.093
5,ControlArea,Adaptive,2,200,11.597,6.215
6,Adaptive,ControlArea,1,200,6.269,9.070
7,ControlArea,Adaptive,2,200,11.573,6.234
8,Adaptive,ControlArea,1,200,6.431,9.215
9,ControlArea,Adaptive,2,200,11.577,6.195
10,Adaptive,ControlArea,1,200,6.265,9.074
1,Aggression,Adaptive,2,64,28.215,19.469
2,Adaptive,Aggression,1,200,37.146,12.808
3,Aggression,Adaptive,2,64,28.354,19.684
4,Adaptive,Aggression,1,200,37.095,12.519
5,Aggression,Adaptive,2,64,28.215,19.448
6,Adaptive,Aggression,1,200,37.245,12.598
7,Aggression,Adaptive,2,64,28.216,19.539
8,Adaptive,Aggression,1,200,37.255,12.582
9,Aggression,Adaptive,2,64,28.286,19.504
10,Adaptive,Aggression,1,200,37.139,12.817
