Trial,P1,P2,Winner,Ply,P1AvgMS,P2AvgMS
2,Material+Mat40,Hybrid+Mat40,2,200,4.924,22.859
3,Hybrid+Mat40,Material+Mat40,1,69,16.990,8.578
4,Material+Mat40,Hybrid+Mat40,2,200,4.796,22.436
5,Hybrid+Mat40,Material+Mat40,1,69,16.929,8.577
6,Material+Mat40,Hybrid+Mat40,2,200,5.002,22.418
7,Hybrid+Mat40,Material+Mat40,1,69,17.086,8.633
8,Material+Mat40,Hybrid+Mat40,2,200,4.930,22.602
9,Hybrid+Mat40,Material+Mat40,1,69,16.951,8.544
10,Material+Mat40,Hybrid+Mat40,2,200,4.967,22.501
1,Hybrid+Mat40,Material+Mat80,1,69,17.102,8.641
2,Material+Mat80,Hybrid+Mat40,2,200,4.815,22.413
3,Hybrid+Mat40,Material+Mat80,1,69,17.095,8.597
4,Material+Mat80,Hybrid+Mat40,2,200,5.084,22.429
5,Hybrid+Mat40,Material+Mat80,1,69,17.045,8.646
6,Material+Mat80,Hybrid+Mat40,2,200,4.807,22.432
7,Hybrid+Mat40,Material+Mat80,1,69,17.133,8.683
8,Material+Mat80,Hybrid+Mat40,2,200,4.786,22.472
9,Hybrid+Mat40,Material+Mat80,1,69,17.264,8.795
10,Material+Mat80,Hybrid+Mat40,2,200,4.785,22.479
1,Hybrid+Mat40,Material+Mat120,1,69,17.190,8.664
2,Material+Mat120,Hybrid+Mat40,2,200,4.785,22.358
3,Hybrid+Mat40,Material+Mat120,1,69,17.278,8.870
4,Material+Mat120,Hybrid+Mat40,2,200,4.784,22.390
5,Hybrid+Mat40,Material+Mat120,1,69,17.038,8.611
6,Material+Mat120,Hybrid+Mat40,2,200,5.010,22.460
7,Hybrid+Mat40,Material+Mat120,1,69,17.122,8.689
8,Material+Mat120,Hybrid+Mat40,2,200,4.842,22.436
9,Hybrid+Mat40,Material+Mat120,1,69,17.118,8.654
10,Material+Mat120,Hybrid+Mat40,2,200,4.828,22.559
1,Hybrid+Mat80,Hybrid+Mat120,1,200,24.234,5.379
2,Hybrid+Mat120,Hybrid+Mat80,1,200,20.537,5.805
3,Hybrid+Mat80,Hybrid+Mat120,1,200,24.318,5.416
4,Hybrid+Mat120,Hybrid+Mat80,1,200,20.754,5.843
5,Hybrid+Mat80,Hybrid+Mat120,1,200,24.367,5.522
6,Hybrid+Mat120,Hybrid+Mat80,1,200,20.472,5.806
7,Hybrid+Mat80,Hybrid+Mat120,1,200,24.039,5.356
8,Hybrid+Mat120,Hybrid+Mat80,1,200,20.492,6.075
9,Hybrid+Mat80,Hybrid+Mat120,1,200,24.159,5.392
10,Hybrid+Mat120,Hybrid+Mat80,1,200,20.645,5.821
1,Hybrid+Mat80,Material+Mat40,1,59,12.738,7.908
2,Material+Mat40,Hybrid+Mat80,1,67,13.443,27.978
3,Hybrid+Mat80,Material+Mat40,1,59,12.686,7.920
4,Material+Mat40,Hybrid+Mat80,1,67,13.413,28.179
5,Hybrid+Mat80,Material+Mat40,1,59,12.708,7.966
6,Material+Mat40,Hybrid+Mat80,1,67,13.349,27.865
7,Hybrid+Mat80,Material+Mat40,1,59,12.876,7.993
8,Material+Mat40,Hybrid+Mat80,1,67,13.314,27.827
9,Hybrid+Mat80,Material+Mat40,1,59,12.762,7.920
10,Material+Mat40,Hybrid+Mat80,1,67,13.418,28.072
1,Hybrid+Mat80,Material+Mat80,1,59,13.132,8.027
2,Material+Mat80,Hybrid+Mat80,1,67,13.685,28.368
3,Hybrid+Mat80,Material+Mat80,1,59,12.720,7.897
4,Material+Mat80,Hybrid+Mat80,1,67,13.308,27.815
5,Hybrid+Mat80,Material+Mat80,1,59,13.011,8.071
6,Material+Mat80,Hybrid+Mat80,1,67,13.515,27.998
7,Hybrid+Mat80,Material+Mat80,1,59,12.715,7.873
8,Material+Mat80,Hybrid+Mat80,1,67,13.368,27.854
9,Hybrid+Mat80,Material+Mat80,1,59,12.710,7.880
10,Material+Mat80,Hybrid+Mat80,1,67,13.359,27.922
1,Hybrid+Mat80,Material+Mat120,1,59,12.735,7.907
2,Material+Mat120,Hybrid+Mat80,1,67,13.501,27.953
3,Hybrid+Mat80,Material+Mat120,1,59,12.700,7.877
4,Material+Mat120,Hybrid+Mat80,1,67,13.432,28.055
5,Hybrid+Mat80,Material+Mat120,1,59,12.721,7.866
6,Material+Mat120,Hybrid+Mat80,1,67,13.301,27.861
7,Hybrid+Mat80,Material+Mat120,1,59,12.663,7.860
8,Material+Mat120,Hybrid+Mat80,1,67,13.362,27.887
9,Hybrid+Mat80,Material+Mat120,1,59,12.683,7.884
10,Material+Mat120,Hybrid+Mat80,1,67,13.347,27.878
1,Hybrid+Mat120,Material+Mat40,2,60,13.743,9.090
2,Material+Mat40,Hybrid+Mat120,1,200,5.183,7.048
3,Hybrid+Mat120,Material+Mat40,2,60,13.985,9.447
4,Material+Mat40,Hybrid+Mat120,1,200,5.112,6.754
5,Hybrid+Mat120,Material+Mat40,2,60,13.922,9.282
6,Material+Mat40,Hybrid+Mat120,1,200,5.268,6.897
7,Hybrid+Mat120,Material+Mat40,2,60,13.748,9.165
8,Material+Mat40,Hybrid+Mat120,1,200,5.102,6.702
9,Hybrid+Mat120,Material+Mat40,2,60,13.956,9.290
10,Material+Mat40,Hybrid+Mat120,1,200,5.063,6.722
1,Hybrid+Mat120,Material+Mat80,2,60,13.795,9.174
2,Material+Mat80,Hybrid+Mat120,1,200,5.184,6.775
3,Hybrid+Mat120,Material+Mat80,2,60,13.701,8.999
4,Material+Mat80,Hybrid+Mat120,1,200,5.093,6.697
5,Hybrid+Mat120,Material+Mat80,2,60,13.731,9.146
6,Material+Mat80,Hybrid+Mat120,1,200,5.083,6.731
7,Hybrid+Mat120,Material+Mat80,2,60,13.728,9.120
8,Material+Mat80,Hybrid+Mat120,1,200,5.256,6.873
9,Hybrid+Mat120,Material+Mat80,2,60,13.772,9.083
10,Material+Mat80,Hybrid+Mat120,1,200,5.228,6.876
1,Hybrid+Mat120,Material+Mat120,2,60,14.040,9.359
2,Material+Mat120,Hybrid+Mat120,1,200,5.148,6.770
3,Hybrid+Mat120,Material+Mat120,2,60,13.803,9.105
4,Material+Mat120,Hybrid+Mat120,1,200,5.066,6.733
5,Hybrid+Mat120,Material+Mat120,2,60,13.706,9.076
6,Material+Mat120,Hybrid+Mat120,1,200,5.141,6.782
7,Hybrid+Mat120,Material+Mat120,2,60,13.753,9.108
8,Material+Mat120,Hybrid+Mat120,1,200,5.127,6.724
9,Hybrid+Mat120,Material+Mat120,2,60,13.722,9.059
10,Material+Mat120,Hybrid+Mat120,1,200,5.200,6.820
1,Material+Mat40,Material+Mat80,2,62,16.365,13.065
2,Material+Mat80,Material+Mat40,2,62,16.499,13.407
3,Material+Mat40,Material+Mat80,2,62,16.606,13.284
4,Material+Mat80,Material+Mat40,2,62,16.318,13.168
5,Material+Mat40,Material+Mat80,2,62,16.337,13.180
6,Material+Mat80,Material+Mat40,2,62,16.261,13.022
7,Material+Mat40,Material+Mat80,2,62,16.322,13.020
8,Material+Mat80,Material+Mat40,2,62,16.289,13.042
9,Material+Mat40,Material+Mat80,2,62,16.341,13.080
10,Material+Mat80,Material+Mat40,2,62,16.303,13.021
1,Material+Mat40,Material+Mat120,2,62,16.426,13.287
2,Material+Mat120,Material+Mat40,2,62,16.459,13.269
3,Material+Mat40,Material+Mat120,2,62,16.248,12.945
4,Material+Mat120,Material+Mat40,2,62,16.209,13.034
5,Material+Mat40,Material+Mat120,2,62,16.188,13.003
6,Material+Mat120,Material+Mat40,2,62,16.190,13.066
7,Material+Mat40,Material+Mat120,2,62,16.192,12.960
8,Material+Mat120,Material+Mat40,2,62,16.214,12.991
9,Material+Mat40,Material+Mat120,2,62,16.226,13.133
10,Material+Mat120,Material+Mat40,2,62,16.339,13.049
1,Material+Mat80,Material+Mat120,2,62,16.318,13.085
2,Material+Mat120,Material+Mat80,2,62,16.300,13.043
3,Material+Mat80,Material+Mat120,2,62,16.281,13.076
4,Material+Mat120,Material+Mat80,2,62,16.213,13.020
5,Material+Mat80,Material+Mat120,2,62,16.365,13.067
6,Material+Mat120,Material+Mat80,2,62,16.325,13.090
7,Material+Mat80,Material+Mat120,2,62,16.233,13.042
8,Material+Mat120,Material+Mat80,2,62,16.161,13.054
9,Material+Mat80,Material+Mat120,2,62,16.181,12.977
10,Material+Mat120,Material+Mat80,2,62,16.214,13.001
