Trial,P1,P2,Winner,Ply,P1AvgMS,P2AvgMS
7,Hybrid,Aggression,2,60,25.163,32.233
8,Aggression,Hybrid,2,200,12.834,31.938
9,Hybrid,Aggression,2,60,25.367,32.383
10,Aggression,Hybrid,2,200,13.138,31.875
1,Hybrid,Adaptive,1,59,22.638,26.150
2,Adaptive,Hybrid,2,60,20.590,17.405
3,Hybrid,Adaptive,1,59,22.455,25.992
4,Adaptive,Hybrid,2,60,20.577,17.399
5,Hybrid,Adaptive,1,59,22.422,25.890
6,Adaptive,Hybrid,2,60,20.638,17.430
7,Hybrid,Adaptive,1,59,22.412,25.947
8,Adaptive,Hybrid,2,60,20.676,17.564
9,Hybrid,Adaptive,1,59,22.608,26.160
10,Adaptive,Hybrid,2,60,20.929,17.677
1,Mobility,PotentialConversion,1,63,92.326,13.406
2,PotentialConversion,Mobility,1,71,16.842,98.596
3,Mobility,PotentialConversion,1,63,92.098,13.285
4,PotentialConversion,Mobility,1,71,16.800,98.429
5,Mobility,PotentialConversion,1,63,92.155,13.342
6,PotentialConversion,Mobility,1,71,16.861,98.865
7,Mobility,PotentialConversion,1,63,92.222,13.365
8,PotentialConversion,Mobility,1,71,16.894,98.603
9,Mobility,PotentialConversion,1,63,92.365,13.250
10,PotentialConversion,Mobility,1,71,16.932,98.646
1,Mobility,PositionWeight,1,61,51.918,11.401
2,PositionWeight,Mobility,1,67,14.036,54.455
3,Mobility,PositionWeight,1,61,51.939,11.341
4,PositionWeight,Mobility,1,67,14.147,54.557
5,Mobility,PositionWeight,1,61,51.950,11.406
6,PositionWeight,Mobility,1,67,14.071,54.504
7,Mobility,PositionWeight,1,61,51.784,11.306
8,PositionWeight,Mobility,1,67,14.083,54.418
9,Mobility,PositionWeight,1,61,51.767,11.415
10,PositionWeight,Mobility,1,67,14.132,54.599
1,Mobility,ControlArea,1,59,40.746,22.962
2,ControlArea,Mobility,1,200,7.060,35.802
3,Mobility,ControlArea,1,59,40.724,23.023
4,ControlArea,Mobility,1,200,7.096,35.964
5,Mobility,ControlArea,1,59,40.725,22.942
6,ControlArea,Mobility,1,200,7.096,35.753
7,Mobility,ControlArea,1,59,41.314,23.497
8,ControlArea,Mobility,1,200,7.255,36.272
9,Mobility,ControlArea,1,59,41.207,23.331
10,ControlArea,Mobility,1,200,7.427,36.296
1,Mobility,Aggression,2,75,124.327,60.855
2,Aggression,Mobility,2,200,49.488,22.419
3,Mobility,Aggression,2,75,124.731,60.681
4,Aggression,Mobility,2,200,49.603,22.429
5,Mobility,Aggression,2,75,124.006,60.551
6,Aggression,Mobility,2,200,49.575,22.471
7,Mobility,Aggression,2,75,124.394,60.660
8,Aggression,Mobility,2,200,49.500,22.387
