Trial,P1,P2,Winner,Ply,P1AvgMS,P2AvgMS
1,Mobility,Expansion,2,200,21.344,24.288
2,Expansion,Mobility,2,64,13.481,37.333
3,Mobility,Expansion,2,200,21.206,24.225
4,Expansion,Mobility,2,64,13.657,38.222
5,Mobility,Expansion,2,200,21.074,23.870
6,Expansion,Mobility,2,64,13.890,37.935
7,Mobility,Expansion,2,200,21.064,23.764
8,Expansion,Mobility,2,64,13.510,37.672
9,Mobility,Expansion,2,200,21.205,24.105
10,Expansion,Mobility,2,64,13.871,37.789
1,Mobility,Hybrid,2,200,19.856,16.617
2,Hybrid,Mobility,2,56,26.792,52.515
3,Mobility,Hybrid,2,200,19.964,16.479
4,Hybrid,Mobility,2,56,27.098,52.293
5,Mobility,Hybrid,2,200,19.804,16.239
6,Hybrid,Mobility,2,56,26.251,52.811
7,Mobility,Hybrid,2,200,20.078,16.254
8,Hybrid,Mobility,2,56,26.620,52.648
9,Mobility,Hybrid,2,200,20.081,16.788
10,Hybrid,Mobility,2,56,26.966,52.842
1,CenterControl,InfectionPressure,1,200,8.395,21.597
2,InfectionPressure,CenterControl,1,61,18.115,19.900
3,CenterControl,InfectionPressure,1,200,8.384,21.495
4,InfectionPressure,CenterControl,1,61,18.249,19.777
5,CenterControl,InfectionPressure,1,200,8.587,22.214
6,InfectionPressure,CenterControl,1,61,17.978,19.507
7,CenterControl,InfectionPressure,1,200,8.509,21.860
8,InfectionPressure,CenterControl,1,61,18.164,19.523
9,CenterControl,InfectionPressure,1,200,8.480,21.906
10,InfectionPressure,CenterControl,1,61,18.111,20.006
1,CenterControl,Expansion,2,64,6.000,13.725
2,Expansion,CenterControl,1,200,21.491,3.341
3,CenterControl,Expansion,2,64,5.887,13.093
4,Expansion,CenterControl,1,200,21.667,3.370
5,CenterControl,Expansion,2,64,5.788,12.957
6,Expansion,CenterControl,1,200,21.849,3.417
7,CenterControl,Expansion,2,64,5.768,12.956
8,Expansion,CenterControl,1,200,22.017,3.404
9,CenterControl,Expansion,2,64,5.736,12.967
10,Expansion,CenterControl,1,200,21.465,3.333
1,CenterControl,Hybrid,2,200,4.147,13.908
2,Hybrid,CenterControl,1,57,21.583,11.808
3,CenterControl,Hybrid,2,200,4.436,13.735
4,Hybrid,CenterControl,1,57,21.882,11.860
5,CenterControl,Hybrid,2,200,4.141,13.783
6,Hybrid,CenterControl,1,57,22.278,12.111
7,CenterControl,Hybrid,2,200,4.156,13.704
8,Hybrid,CenterControl,1,57,21.952,11.913
9,CenterControl,Hybrid,2,200,4.110,13.681
10,Hybrid,CenterControl,1,57,21.503,11.801
1,InfectionPressure,Expansion,2,70,12.881,21.788
2,Expansion,InfectionPressure,1,200,24.966,6.757
3,InfectionPressure,Expansion,2,70,12.507,21.623
4,Expansion,InfectionPressure,1,200,24.607,6.790
5,InfectionPressure,Expansion,2,70,12.880,22.058
6,Expansion,InfectionPressure,1,200,24.619,6.609
7,InfectionPressure,Expansion,2,70,12.607,22.079
8,Expansion,InfectionPressure,1,200,25.067,6.707
9,InfectionPressure,Expansion,2,70,12.522,21.509
10,Expansion,InfectionPressure,1,200,24.898,6.711
1,InfectionPressure,Hybrid,2,56,22.113,24.771
2,Hybrid,InfectionPressure,1,59,28.389,26.794
3,InfectionPressure,Hybrid,2,56,22.184,25.026
4,Hybrid,InfectionPressure,1,59,28.341,26.423
5,InfectionPressure,Hybrid,2,56,22.318,24.935
6,Hybrid,InfectionPressure,1,59,28.664,26.230
7,InfectionPressure,Hybrid,2,56,21.912,24.691
8,Hybrid,InfectionPressure,1,59,28.420,26.642
9,InfectionPressure,Hybrid,2,56,22.218,24.965
10,Hybrid,InfectionPressure,1,59,28.095,26.441
1,Expansion,Hybrid,2,68,21.806,14.328
2,Hybrid,Expansion,2,200,9.560,27.941
3,Expansion,Hybrid,2,68,21.363,13.944
4,Hybrid,Expansion,2,200,9.570,28.864
5,Expansion,Hybrid,2,68,21.937,14.734
6,Hybrid,Expansion,2,200,9.581,28.166
7,Expansion,Hybrid,2,68,21.358,13.952
8,Hybrid,Expansion,2,200,9.525,28.237
9,Expansion,Hybrid,2,68,21.798,14.183
10,Hybrid,Expansion,2,200,9.474,28.310
